,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3934,675,Spain,Female,40,8,79035.95,1,1,0,142783.98,1
3935,721,Germany,Male,37,4,98459.6,1,0,0,90821.66,0
3936,544,France,Female,21,10,161525.96,2,1,0,9262.77,0
3937,508,France,Male,49,1,93817.41,2,1,1,132468.76,1
3938,711,France,Male,28,8,0.0,2,1,1,64286.39,0
3939,485,Spain,Male,32,6,102238.01,2,1,1,194010.12,0
3940,520,France,Male,30,3,143396.54,2,1,1,898.51,0
3941,850,Spain,Male,31,6,82613.56,2,1,0,149170.92,0
3942,686,France,Female,35,8,105419.73,1,2,0,35356.46,0
3943,828,Germany,Female,25,7,144351.86,1,1,0,116613.26,0
3944,741,Spain,Male,53,3,0.0,2,1,1,38913.68,0
3945,741,France,Female,60,5,0.0,1,1,1,38914.51,0
3946,559,Spain,NotSpecified,24,3,114739.92,1,1,0,85891.02,1
3947,695,Spain,Female,56,4,0.0,2,1,0,84644.76,0
3948,807,France,Male,33,10,101952.97,2,1,0,178153.65,0
3949,546,France,Male,24,8,156325.38,1,1,1,125381.02,0
3950,646,France,Male,30,5,98014.74,1,1,1,12757.14,0
3951,582,France,Male,31,2,0.0,2,1,1,33747.03,0
3952,815,France,Male,24,7,171922.72,1,0,1,178028.96,0
3953,513,Spain,Female,42,10,0.0,2,0,1,73151.25,0
3954,580,Germany,Female,36,3,74974.89,1,1,1,12099.67,0
3955,484,Germany,Male,54,3,134388.11,1,0,0,49954.79,1
3956,651,Spain,Male,38,2,0.0,3,1,0,67029.82,1
3957,710,Germany,Female,24,7,103099.17,2,1,0,173276.62,0
3958,617,France,Female,27,4,0.0,2,0,0,190269.21,0
3959,659,France,Male,32,9,95377.13,1,0,1,187551.24,0
3960,710,Spain,Female,51,4,93656.95,1,0,1,141400.51,1
3961,527,Spain,Male,33,9,132168.28,1,0,0,98734.15,0
3962,775,France,Female,30,10,191091.74,2,1,1,96170.38,0
3963,612,Spain,Male,39,5,76534.49540312754,1,1,1,59601.15,0
3964,666,Germany,Female,50,7,109062.28,1,1,1,140136.1,1
3965,772,Spain,Female,39,4,122486.11,2,1,1,140709.25,0
3966,663,Germany,Male,37,7,143625.83,2,0,1,176487.05,0
3967,850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0
3968,501,France,Female,40,2,0.0,2,0,0,141946.92,0
3969,665,France,Female,23,9,143672.9,1,1,1,115147.33,0
3970,543,France,Male,43,9,0.0,2,1,1,78858.07,0
3971,709,France,Female,34,2,111669.68,1,1,0,57029.66,0
3972,499,France,Male,35,10,0.0,2,1,0,10722.54,0
3973,709,France,Female,45,3,104118.5,1,0,1,174032.0,0
3974,586,France,Female,38,2,0.0,2,1,0,87168.46,0
3975,501,France,Female,41,3,144260.5,1,1,0,172114.67,0
3976,841,France,Female,36,5,156021.31,1,0,0,122662.98,0
3977,617,France,Male,40,5,190008.32,2,1,1,107047.92,0
3978,739,Spain,Female,41,8,0.0,1,1,0,191694.77,1
3979,703,Spain,Male,39,6,152685.4,1,0,0,183656.12,0
3980,622,Spain,Male,39,5,0.0,2,0,1,100862.36,0
3981,660,Spain,Male,42,5,0.0,2,1,0,115509.59,0
3982,693,France,Male,31,1,0.0,2,0,1,182270.88,0
3983,638,Spain,Male,48,2,0.0,2,1,1,7919.08,0
3984,793,France,Male,35,2,0.0,2,1,1,79704.12,0
3985,562,France,Male,42,2,100238.35,1,0,0,86797.41,0
3986,692,France,Male,54,5,0.0,2,1,1,88721.84,0
3987,730,France,Male,33,0,0.0,2,1,0,1474.79,0
3988,782,Spain,Male,23,10,98052.66,1,1,1,142587.32,0
3989,699,France,Male,64,9,113109.52,1,1,0,27980.8,1
3990,591,France,Female,38,2,142289.28,1,0,1,119638.85,0
3991,821,France,Male,28,2,0.0,2,1,0,46072.52,0
3992,728,France,Male,37,0,0.0,2,1,1,72203.8,0
3993,621,France,Male,26,2,75237.54,1,0,1,44220.4,0
3994,646,Germany,Female,44,2,113063.83,1,0,0,53072.49,1
3995,690,France,Female,26,5,157624.84,1,1,1,49599.27,0
3996,605,France,Male,39,7,0.0,1,0,1,119348.28,0
3997,799,Spain,Male,38,2,0.0,2,1,1,59297.34,0
3998,696,Germany,Male,43,4,114091.38,1,0,1,159888.1,0
3999,657,France,Male,32,3,118829.03,2,1,1,73127.61,0
4000,651,Spain,Female,46,4,89743.05,1,1,0,156425.57,1
4001,850,France,Female,32,7,0.0,2,0,0,155227.0,0
4002,662,France,Male,44,8,0.0,2,1,1,175314.87,0
4003,824,Germany,Male,77,3,27517.15,2,0,1,2746.41,0
4004,583,France,Female,57,3,238387.56,1,0,1,147964.99,1
4005,679,France,Male,36,1,97234.58,1,1,0,188997.08,0
4006,850,France,NotSpecified,42,9,113311.11,1,1,1,198193.75,0
4007,687,Germany,Male,38,4,117633.28,1,0,1,100117.00934116702,0
4008,543,Spain,Female,41,4,0.0,1,0,0,194902.16,0
4009,614,Spain,Male,36,5,0.0,2,1,0,130610.78,0
4010,850,Germany,Male,29,1,154640.41,1,1,1,164039.51,0
4011,768,France,Male,29,2,95984.69,2,1,1,73686.75,0
4012,714,Germany,Male,28,7,77776.39,1,1,0,177737.07,0
4013,658,France,Female,38,6,102895.1,1,0,0,155665.76,0
4014,613,Spain,Male,35,4,123557.65,2,0,1,170903.4,0
4015,743,Spain,Male,25,6,0.0,2,1,0,129740.11,0
4016,779,Germany,Female,40,2,75470.23,1,1,1,52894.01,0
4017,804,Germany,Female,33,10,138335.96,1,1,1,80483.76,0
4018,568,Spain,Male,27,5,126815.97,2,0,1,118648.12,0
4019,752,Spain,Female,31,4,144637.86,2,1,0,40496.72,0
4020,439,France,Male,36,2,165536.28,2,1,1,123956.83,0
4021,739,Germany,Male,45,7,102703.62,1,0,1,147802.94,1
4022,744,France,Female,39,6,0.0,1,0,0,10662.58,0
4023,465,France,Male,41,9,117221.15,1,1,0,168280.95,0
4024,584,France,Male,35,6,161613.94,2,1,1,148238.16,0
4025,640,Spain,Male,43,9,172478.15,1,1,0,191084.4,1
4026,600,France,Female,28,6,0.0,2,0,1,52193.23,0
4027,625,Spain,Female,49,2,80816.45,1,1,1,20018.79,0
4028,552,France,NotSpecified,41,9,124349.34,1,1,2,135635.25,0
4029,476,France,Male,37,4,0.0,1,1,1,55775.84,1
4030,667,Germany,Male,32,0,103846.65,1,1,0,20560.69,0
4031,484,Germany,Female,34,4,148249.54,1,0,1,33738.27,0
4032,585,NotReported,Male,44,7,163867.86,1,1,1,112333.22,0
4033,508,France,Female,25,2,111395.53,1,0,1,48197.06,0
4034,662,France,Female,29,10,0.0,2,1,0,137508.31,0
4035,850,France,Female,42,3,0.0,2,1,1,176883.42,0
4036,652,Germany,Male,36,9,150956.71,1,0,0,72350.17,0
4037,664,France,Male,24,7,0.0,1,0,1,35611.35,0
4038,690,France,Female,42,3,92578.14,2,0,0,70810.6,0
4039,591,Spain,Male,29,1,97541.24,1,1,1,196356.17,0
4040,755,France,Female,78,5,121206.96,1,1,1,76016.49,0
4041,696,France,Female,33,4,0.0,2,1,1,73371.65,0
4042,792,Spain,Female,40,7,0.0,1,1,0,141652.2,0
4043,837,France,Male,26,4,89900.24,2,1,0,175477.03,0
4044,575,Spain,Male,30,2,0.0,2,1,1,82222.86,0
4045,646,Spain,Female,42,3,99836.47,1,0,1,22909.56,0
4046,742,Germany,Female,44,8,107926.02,1,0,1,17375.27,1
4047,568,Spain,NotSpecified,26,6,0.0,2,0,0,166495.2,0
4048,465,Spain,Female,33,6,0.0,2,1,1,95500.98,0
4049,774,France,Male,60,5,85891.55,1,1,0,74135.48,1
4050,846,France,Female,41,5,76534.49540312754,3,1,0,3440.47,1
4051,561,France,Male,37,1,100443.36,2,0,1,101693.73,0
4052,621,Germany,Female,30,2,101014.08,2,1,1,165257.31,0
4053,563,France,Female,35,5,183572.84,1,1,1,66006.75,1
4054,827,France,Male,38,5,0.0,2,0,0,103305.01,0
4055,775,Germany,Male,32,8,121669.23,1,0,1,125898.39,0
4056,646,France,Female,38,2,0.0,2,0,0,178752.73,0
4057,666,France,Male,30,7,109805.3,1,0,1,163625.56,0
4058,749,Spain,Male,42,9,222267.63,1,0,0,101108.85,1
4059,712,Spain,Male,37,5,0.0,2,0,0,151425.82,0
4060,672,France,Female,53,7,0.0,1,1,1,136910.18,0
4061,624,Germany,Female,45,5,151855.33,1,1,0,68794.15,0
4062,566,Germany,Female,40,2,97001.36,2,1,0,154486.01,0
4063,690,France,Female,40,9,77641.99,1,0,0,189051.59,1
4064,528,Spain,Male,40,4,0.0,2,1,0,25399.7,0
4065,720,Spain,Male,33,3,123783.91,2,1,1,142903.44,0
4066,482,France,Female,35,2,133111.73,1,0,1,79957.95,0
4067,780,NotReported,Male,34,5,94108.54,2,1,0,177235.21,0
4068,565,Germany,Female,47,10,139756.12,1,1,0,165849.49,1
4069,850,France,Male,40,1,76914.21,1,1,0,174183.44,0
4070,516,Spain,Female,45,8,109044.3,1,0,1,115818.16,0
4071,704,France,Male,44,3,0.0,2,0,1,152884.85,0
4072,513,France,Female,37,6,0.0,2,1,0,110142.34,0
4073,732,Germany,Male,42,9,108748.08,2,1,1,65323.11,0
4074,688,France,Male,38,7,148045.68,1,1,0,175479.92,1
4075,850,Spain,NotSpecified,30,2,0.0,2,0,1,27937.12,0
4076,613,Germany,Female,20,0,117356.19,1,0,0,113557.7,1
4077,562,France,Male,37,3,92347.96,1,1,1,163116.75,0
4078,644,Spain,Female,46,6,12459.19,1,0,0,156787.34,1
4079,586,Spain,Male,41,3,63873.56,1,1,0,83753.64,0
4080,617,Spain,Male,38,7,0.0,1,1,1,27239.28,0
4081,494,France,Female,33,1,137853.0,1,0,1,90273.85,0
4082,720,France,Female,38,10,0.0,2,1,1,56229.72,1
4083,686,Spain,NotSpecified,22,5,0.0,2,1,0,158974.45,0
4084,699,France,Male,34,2,117468.67,1,1,0,185227.42,0
4085,551,Spain,Female,48,5,95679.29,1,0,0,94978.1,0
4086,687,Germany,Male,41,10,134318.21,2,1,1,198064.52,0
4087,650,France,Female,41,5,0.0,2,1,1,34827.43,0
4088,425,Germany,Male,40,9,166776.6,1,0,1,172646.88,0
4089,728,France,Male,30,10,114835.43,1,0,1,37662.49,0
4090,428,France,Female,62,1,107735.93,1,0,1,58381.77,0
4091,543,France,Female,32,7,147256.86,1,1,0,112771.95,0
4092,483,France,Female,50,9,0.0,2,1,1,111020.24,0
4093,473,Germany,Female,32,5,146602.25,2,1,1,72946.95,0
4094,646,Germany,Female,29,4,105957.44,1,1,0,15470.91,0
4095,529,France,Male,39,6,102025.08,1,1,0,12351.01,0
4096,554,France,Male,31,1,0.0,2,0,1,192660.55,0
4097,793,Spain,Male,52,2,0.0,1,1,0,159123.82,1
4098,656,France,NotSpecified,35,6,0.0,2,1,0,1485.27,0
4099,645,Germany,Female,41,2,138881.04,1,1,0,129936.53,1
4100,519,Germany,Female,21,1,151701.45,3,1,1,170138.68,1
4101,637,Germany,Male,30,1,122185.53,1,1,0,102566.46,1
4102,669,France,Male,26,4,0.0,2,1,1,197594.34,0
4103,711,France,Male,38,10,0.0,2,0,0,53311.78,0
4104,689,Germany,Male,67,9,157094.78,1,1,1,99490.01,0
4105,657,Spain,Male,36,8,188241.05,2,0,0,183058.51,1
4106,597,Germany,Female,22,6,101528.61,1,1,0,70529.0,1
4107,577,Spain,Male,48,6,179852.26,1,1,0,193580.32,0
4108,794,France,Male,24,10,146126.75,1,1,1,88992.05,0
4109,779,Spain,Female,34,5,0.0,2,0,1,111676.63,0
4110,502,France,Male,33,8,0.0,2,1,1,123509.01,0
4111,669,Spain,Male,25,7,157228.61,2,1,0,124382.9,0
4112,588,Spain,Male,46,8,0.0,1,1,0,61931.21,0
4113,651,France,Female,25,8,0.0,2,1,1,126761.2,0
4114,691,NotReported,Female,33,6,0.0,2,1,1,100408.31,0
4115,613,Spain,Male,37,3,171653.17,1,0,1,100117.00934116702,0
4116,531,France,Male,44,3,0.0,2,1,1,34416.79,0
4117,587,France,Male,42,1,0.0,1,0,0,123006.91,0
4118,499,France,Female,21,3,176511.08,1,1,1,153920.22,0
4119,724,Spain,Male,36,1,0.0,2,1,0,52462.25,0
4120,632,Germany,Male,41,3,126550.7,1,0,0,177644.52,1
4121,511,Spain,Female,29,9,0.0,2,0,1,140676.98,0
4122,520,Germany,Male,43,3,150805.17,3,0,1,25333.03,1
4123,556,Spain,Male,46,3,131764.96,1,1,1,108500.66,1
4124,482,France,NotSpecified,38,4,124976.19,1,1,0,35848.12,0
4125,757,France,Male,28,3,76534.49540312754,1,1,1,199727.72,0
4126,787,Germany,Female,42,2,74483.97,2,0,1,44273.91,0
4127,499,France,Male,31,4,0.0,1,1,0,25950.49,0
4128,670,France,Female,33,7,0.0,2,1,1,88187.81,0
4129,515,Spain,Male,37,10,121355.99,1,1,0,138360.29,0
4130,622,Germany,Female,58,7,116922.25,1,1,0,120415.61,1
4131,789,Germany,Male,39,7,124828.46,2,1,1,124411.08,0
4132,625,France,Female,36,3,0.0,2,1,0,41295.1,1
4133,608,Spain,Female,28,4,0.0,2,1,0,10899.63,1
4134,749,Germany,Male,66,6,182532.23,2,1,1,195429.92,0
4135,589,France,Female,61,1,0.0,1,1,0,61108.56,1
4136,714,Spain,Male,45,8,150900.29,2,0,1,139889.15,0
4137,692,France,Male,66,4,159732.02,1,1,1,118188.15,0
4138,652,NotReported,Female,80,4,0.0,2,1,1,188603.07,0
4139,713,France,Female,39,10,0.0,2,1,1,126263.97,0
4140,655,Germany,Female,61,2,183997.7,2,1,1,161217.18,0
4141,816,France,Male,31,8,0.0,2,1,1,28407.4,0
4142,657,Spain,Male,34,5,154983.98,1,1,0,27738.01,0
4143,592,Spain,Male,45,8,84692.5,1,0,1,67214.02,0
4144,615,France,Male,30,8,0.0,2,0,0,3183.15,0
4145,695,France,Male,36,4,161533.0,1,1,2,100940.91,0
4146,695,France,Male,29,5,0.0,2,1,1,6770.44,0
4147,500,France,Male,45,2,109162.82,1,1,1,126145.08,0
4148,668,France,Male,42,3,150461.07,1,1,0,108139.23,0
4149,613,Germany,Male,40,1,147856.82,3,0,0,107961.11,1
4150,650,Spain,Female,30,6,0.0,1,0,0,67997.13,1
4151,655,Spain,Female,35,1,82231.51,1,1,0,88798.02,0
4152,768,Spain,Female,42,3,0.0,1,0,0,161242.99,1
4153,576,France,Female,29,5,108541.04,1,1,1,126469.09,0
4154,711,France,Female,34,6,0.0,2,1,1,175310.38,0
4155,708,France,Female,34,4,0.0,1,1,1,62868.33,0
4156,753,France,Male,48,4,0.0,2,0,1,146821.42,0
4157,580,France,Female,56,1,131368.3,1,1,0,106918.67,1
4158,434,France,Male,41,4,108128.52,1,0,1,56784.11,0
4159,788,Germany,Female,42,6,138650.49,2,1,0,64746.07,0
4160,704,Germany,Female,39,1,76534.49540312754,1,1,0,100117.00934116702,1
4161,676,France,Female,36,3,91711.59,1,1,1,95393.43,0
4162,705,Germany,Female,31,9,110941.93,1,1,0,163484.8,0
4163,587,Spain,Male,42,5,120233.83,1,1,0,194890.33,0
4164,712,France,Female,29,2,0.0,1,1,1,144375.0,0
4165,609,France,Male,39,3,121778.71,1,1,1,138399.67,0
4166,760,Spain,Female,32,2,0.0,1,1,1,114565.35,0
4167,527,France,Female,32,7,0.0,1,1,1,44099.75,0
4168,755,France,Female,28,7,124540.28,1,0,1,188850.89,0
4169,740,Germany,Female,36,4,109044.6,1,0,0,94554.74,1
4170,569,Spain,Female,51,3,0.0,3,1,0,75084.96,1
4171,525,France,Female,25,6,0.0,2,1,0,89566.64,0
4172,427,Spain,NotSpecified,40,8,0.0,2,1,1,82870.75,0
4173,724,France,Female,29,6,0.0,2,0,1,64729.51,0
4174,677,France,Male,38,4,0.0,2,1,0,187800.63,0
4175,841,France,Female,31,3,162701.65,1,1,1,126794.56,0
4176,771,France,Male,27,2,0.0,2,1,1,199527.34,0
4177,589,Spain,Female,45,1,0.0,1,0,0,125939.22,1
4178,574,Germany,Male,33,3,129834.67,1,1,0,193131.42,0
4179,711,Germany,Female,52,8,145262.54,1,0,1,131473.31,0
4180,512,France,Male,24,6,0.0,2,1,0,37654.31,0
4181,661,Spain,Female,35,5,128415.45,1,1,0,142626.49,0
4182,452,France,Female,35,7,0.0,2,1,0,164241.67,0
4183,514,France,Male,45,1,178827.79,1,1,0,60375.18,0
4184,544,Spain,Male,22,4,0.0,2,1,0,70007.67,0
4185,788,Germany,Female,57,8,93716.72,1,1,1,180150.49,1
4186,616,Germany,Male,39,2,76534.49540312754,2,1,0,55556.3,0
4187,589,France,Female,50,4,0.0,2,0,1,182076.97,0
4188,734,France,Male,45,2,0.0,2,1,0,99593.28,0
4189,633,Germany,Male,40,5,86172.81,2,1,1,117279.49,0
4190,534,France,Male,52,1,0.0,3,1,1,104035.41,1
4191,743,France,Male,36,4,0.0,2,1,1,190911.02,0
4192,715,Germany,Male,42,2,88120.97,2,1,1,21333.22,0
4193,665,France,Female,55,8,136354.16,1,1,1,93769.89,0
4194,623,France,Female,24,5,0.0,2,1,0,116160.04,0
4195,592,Spain,Male,31,7,110071.1,1,0,0,43921.36,0
4196,621,France,Male,47,0,0.0,1,1,1,133831.37,1
4197,573,France,Male,52,8,0.0,2,0,1,178229.04,0
4198,578,Spain,Male,40,6,63609.92,1,0,0,74965.61,1
4199,593,France,Female,33,0,95927.04,1,1,0,199478.05,0
4200,786,France,Male,34,3,137361.96,1,0,0,183682.09,0
4201,555,Germany,Male,48,3,142055.41,2,0,1,79134.78,0
4202,629,France,Male,46,1,130666.2,1,1,1,161125.67,1
4203,782,France,Female,35,4,0.0,1,1,1,119565.34,0
4204,607,France,Female,27,2,0.0,2,1,0,63495.86,0
4205,848,Spain,Male,22,7,120811.89,1,1,1,185510.34,0
4206,435,France,Male,36,4,0.0,1,1,1,197015.2,0
4207,774,Spain,Female,36,8,117152.3,1,0,0,101828.39,0
4208,584,Spain,Female,38,3,0.0,2,1,1,4525.4,0
4209,569,France,NotSpecified,35,10,124525.52,1,1,1,193793.78,0
4210,584,France,Male,26,4,0.0,2,1,0,147600.54,0
4211,655,France,Female,39,6,94631.26,2,1,1,148948.52,0
4212,641,France,Male,41,6,0.0,2,1,0,65396.79,0
4213,569,Spain,Female,42,1,0.0,1,1,1,83629.6,1
4214,646,France,Male,50,0,104129.24,2,1,0,181794.86,1
4215,454,Spain,Female,48,5,144837.79,1,1,1,93151.77,0
4216,529,Germany,Male,29,4,135759.4,1,0,0,112813.79,1
4217,445,Germany,Female,38,6,119413.62,2,1,0,175756.36,0
4218,625,France,Female,39,3,130786.92,1,0,1,121316.07,0
4219,591,France,Female,39,4,150500.64,1,1,0,14928.8,0
4220,523,France,Female,37,7,0.0,2,0,0,130883.9,1
4221,850,France,Female,34,2,0.0,2,1,1,171706.66,0
4222,718,Spain,Male,39,6,0.0,2,0,1,63889.1,0
4223,742,France,Male,33,6,0.0,2,0,0,38550.4,0
4224,581,Germany,Female,26,3,105099.45,1,1,1,184520.0,1
4225,705,Germany,Female,54,3,125889.3,3,1,0,96013.5,1
4226,667,Germany,Female,44,5,140406.68,2,0,1,57164.19,0
4227,637,Germany,Male,43,1,135645.29,2,0,1,101382.86,1
4228,738,Spain,Male,44,2,0.0,2,1,0,43018.82,1
4229,658,France,Female,40,7,140596.95,1,0,1,135459.02,1
4230,753,France,Male,46,8,0.0,3,1,0,90747.94,1
4231,567,Spain,Female,41,1,0.0,2,1,0,3414.72,0
4232,479,France,Female,33,2,208165.53,1,0,0,50774.81,1
4233,601,NotReported,Female,46,3,98202.76,1,0,0,137763.93,0
4234,766,Germany,Male,30,4,127786.28,2,1,1,28879.3,0
4235,840,France,Female,39,1,94968.97,1,1,0,84487.62,0
4236,667,France,Female,37,9,71786.9,2,1,1,67734.79,0
4237,668,France,Male,28,4,107141.27,1,1,0,193018.71,0
4238,643,France,Male,36,7,161064.64,2,0,1,84294.82,0
4239,497,France,NotSpecified,32,8,0.0,2,1,0,67364.42,0
4240,675,France,Male,32,1,0.0,3,1,0,85901.09,0
4241,717,France,Female,22,5,112465.06,1,1,1,92977.75,0
4242,662,France,Male,31,3,0.0,2,0,1,27731.05,0
4243,781,France,Male,23,2,107433.48,1,1,0,173843.21,0
4244,556,France,Male,38,2,114756.14,1,1,0,193214.05,0
4245,525,Germany,Female,30,0,157989.21,2,1,1,100687.67,0
4246,622,France,Male,43,8,0.0,2,1,0,100618.17,0
4247,668,Germany,Male,34,5,80242.37,2,0,0,56780.97,0
4248,611,Germany,Male,37,5,117524.72,2,0,1,161064.29,0
4249,850,Spain,Female,41,3,99945.93,2,1,0,71179.31,0
4250,740,Germany,Female,57,3,113386.36,2,1,1,65121.63,1
4251,698,Spain,Female,63,5,0.0,1,1,1,173576.71,0
4252,646,Germany,Female,35,1,121952.75,2,1,1,142839.82,0
4253,584,France,Female,26,0,146286.22,1,1,0,105105.35,0
4254,745,Spain,Female,59,8,0.0,1,1,1,36124.98,0
4255,776,Spain,Male,30,6,0.0,2,0,1,63908.86,0
4256,801,France,Male,42,6,0.0,2,1,1,95804.33,0
4257,711,France,Male,52,5,0.0,1,1,1,159808.95,0
4258,614,France,Female,43,6,0.0,2,1,1,109041.53,0
4259,521,France,Female,41,2,0.0,2,1,1,113089.43,0
4260,544,France,Female,29,1,118560.55,1,1,1,164137.36,0
4261,417,France,Male,34,7,0.0,2,1,0,55003.79,0
4262,697,Spain,Female,25,5,82931.85,2,1,1,128373.88,0
4263,850,France,Female,37,9,76534.49540312754,2,1,1,164864.67,0
4264,616,Germany,Female,28,10,105173.99,1,0,1,29835.37,1
4265,586,Germany,Female,47,5,157099.47,2,1,1,65481.86,0
4266,557,Spain,Male,34,3,0.0,1,0,1,123427.98,0
4267,511,Spain,Female,40,1,0.0,1,1,1,184118.73,0
4268,707,France,Female,58,3,102346.86,1,1,1,114672.64,0
4269,608,Germany,Female,30,2,91057.37,2,1,0,132973.17,0
4270,620,France,Male,28,8,0.0,2,1,1,199909.32,0
4271,691,Germany,Male,30,7,101231.77,2,0,0,156529.44,0
4272,823,Spain,Female,46,3,81576.75,1,1,1,28370.95,1
4273,687,Germany,Female,47,1,91219.29,1,0,0,158845.49,1
4274,528,Germany,Male,22,5,93547.23,2,0,1,961.57,0
4275,598,Germany,Male,53,10,167772.96,1,1,1,136886.86,0
4276,587,France,Male,38,0,0.0,1,1,0,47414.15,0
4277,850,France,Female,37,9,0.0,1,0,0,100101.06,0
4278,684,Spain,Female,38,3,134168.5,3,1,0,3966.5,1
4279,584,Spain,Male,32,9,85534.83,1,0,0,169137.24,0
4280,675,France,Female,33,6,0.0,2,1,0,34045.61,0
4281,633,France,Male,35,3,76534.49540312754,2,1,1,36249.76,0
4282,525,Spain,Female,37,0,0.0,1,2,1,131521.72,0
4283,759,France,Female,33,2,0.0,2,1,0,56583.88,0
4284,727,France,Female,31,2,52192.08,2,0,1,160383.47,0
4285,690,Germany,Male,44,9,100368.63,2,0,0,35342.33,0
4286,799,France,Female,22,8,174185.98,2,0,1,192633.85,0
4287,524,Spain,Female,64,5,0.0,1,1,0,136079.64,1
4288,446,France,Female,39,1,90217.07,1,1,2,191350.48,0
4289,641,Germany,Female,37,7,62974.64,2,0,1,39016.43,0
4290,790,Germany,Male,50,8,121438.58,1,1,1,176471.78,1
4291,677,Spain,Female,35,0,0.0,2,0,0,76637.38,0
4292,793,France,Male,63,4,103729.79,2,1,1,80272.06,0
4293,649,Spain,Female,38,8,0.0,1,1,0,103760.53,0
4294,793,Spain,Male,25,3,100913.57,1,0,0,10579.72,0
4295,581,Spain,Female,24,10,159203.71,1,1,1,102517.83,1
4296,803,France,Male,28,3,0.0,2,1,0,159654.0,0
4297,491,France,Female,72,6,91285.22,1,1,1,7032.95,0
4298,476,Germany,Male,30,3,134366.42,1,1,0,68343.53,0
4299,648,Spain,Female,54,7,118241.02,1,1,0,172586.89,1
4300,696,Spain,Male,60,8,88786.81,1,1,1,196858.4,0
4301,707,France,Male,33,2,0.0,2,0,0,130866.95,0
4302,565,Germany,Female,40,1,89994.71,2,0,1,121084.27,0
4303,575,France,Female,40,1,139532.34,1,1,0,181294.39,0
4304,712,France,Male,36,2,100749.5,3,0,0,70758.37,1
4305,631,France,Female,34,4,124379.14,1,1,0,106892.91,0
4306,744,Spain,Male,31,0,117551.23,1,1,0,158958.9,0
4307,587,Spain,Male,41,8,85109.21,1,1,0,1557.82,0
4308,815,Spain,Female,38,2,48387.0,1,1,0,184796.84,0
4309,545,Spain,Male,36,8,73211.12,2,1,0,89587.34,1
4310,606,France,Male,40,6,119501.88,2,1,0,46774.94,0
4311,741,Germany,Female,37,0,127675.39,2,1,0,74260.16,0
4312,520,France,Female,46,10,85216.61,1,1,0,117369.52,1
4313,471,Spain,Female,28,5,0.0,1,1,1,22356.97,0
4314,501,Germany,Male,38,9,88977.39,2,0,1,133403.07,0
4315,515,France,Female,58,2,131852.81,1,1,0,81436.68,1
4316,765,France,Female,56,1,0.0,1,1,0,13228.93,1
4317,775,France,Female,32,2,108698.96,2,1,1,161069.73,0
4318,539,France,Female,47,2,127286.04,2,1,1,166929.43,1
4319,546,Germany,Female,74,8,114888.74,2,1,1,66732.63,1
4320,732,Germany,Male,50,6,145338.76,1,0,0,91936.1,1
4321,682,France,Female,30,9,0.0,2,1,1,195104.91,0
4322,568,France,Male,30,8,73054.37,2,1,1,27012.0,0
4323,699,Spain,Male,31,8,125927.51,2,1,0,147661.47,0
4324,560,France,Female,27,5,0.0,2,1,0,131919.48,0
4325,664,France,Male,40,7,125608.72,1,1,0,122073.48,0
4326,850,NotReported,Female,48,6,111962.99,1,1,0,111755.8,0
4327,690,Spain,Male,26,8,116318.23,1,1,1,83253.05,0
4328,514,Germany,Male,43,1,95556.31,1,0,1,199273.98,1
4329,779,France,Female,48,2,115290.27,1,0,0,98912.69,1
4330,477,Germany,Male,48,8,129250.0,2,1,1,157937.35,0
4331,504,Spain,Male,40,5,0.0,2,0,0,146703.36,0
4332,844,France,Female,28,4,0.0,2,0,1,123318.37,0
4333,643,France,Male,36,0,148159.71,1,0,0,55835.66,0
4334,667,Germany,Female,36,1,114391.62,1,1,1,53412.54,0
4335,571,Germany,NotSpecified,25,6,82506.72,2,1,0,167705.07,0
4336,679,Spain,Male,39,5,76534.49540312754,2,1,1,100060.54,0
4337,465,France,Male,33,5,0.0,2,0,1,78698.09,0
4338,850,France,Male,46,9,117640.39,1,1,0,88920.68,0
4339,831,France,Male,30,2,0.0,2,0,1,3430.38,0
4340,660,Germany,Male,28,2,170890.05,2,1,0,41758.9,0
4341,577,France,Female,26,1,180530.51,1,0,0,123454.62,0
4342,634,France,Female,24,2,87413.19,1,1,0,63340.65,0
4343,648,Spain,Female,31,5,0.0,2,1,1,5199.02,0
4344,495,France,Male,47,10,137682.68,1,1,0,71071.47,0
4345,743,France,NotSpecified,39,8,0.0,1,1,0,94263.44,0
4346,750,France,Male,43,6,113882.31,1,1,1,74564.41,0
4347,559,France,Male,34,4,0.0,2,1,1,66721.98,0
4348,515,NotReported,Male,37,2,90432.92,1,1,1,188366.04,1
4349,606,Germany,Female,32,1,106301.85,2,0,1,59061.25,0
4350,719,Spain,Male,44,4,0.0,1,0,0,84972.9,1
4351,560,France,NotSpecified,35,1,0.0,2,1,0,3701.63,0
4352,597,France,Female,41,4,145809.53,2,1,1,52319.26,0
4353,662,France,Male,38,0,105271.56,1,0,1,179833.45,0
4354,648,Germany,Male,33,7,135310.41,2,0,1,171668.2,0
4355,761,France,Male,31,7,0.0,1,1,1,166698.18,0
4356,718,NotReported,Male,40,9,0.0,2,0,0,121537.91,0
4357,760,Spain,Female,33,1,118114.28,2,0,1,156660.21,0
